,city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
23803,Loachapoka,Loachapoka,AL,Alabama,1081,Lee,32.6049,-85.5948,198,67.0,polygon,False,True,America/Chicago,3,36832 36865,1840016969
23804,Broomtown,Broomtown,AL,Alabama,1019,Cherokee,34.3657,-85.5322,198,16.0,polygon,False,False,America/Chicago,3,35973,1840022843
23839,Macedonia,Macedonia,AL,Alabama,1107,Pickens,33.4031,-88.2392,197,19.0,polygon,False,False,America/Chicago,3,35461,1840026992
23840,Paint Rock,Paint Rock,AL,Alabama,1071,Jackson,34.6602,-86.3307,197,175.0,polygon,False,True,America/Chicago,3,35764 35776,1840016528
23841,Providence,Providence,AL,Alabama,1091,Marengo,32.3424,-87.7762,197,43.0,polygon,False,True,America/Chicago,3,36748 36742,1840018105
23842,Waterloo,Waterloo,AL,Alabama,1077,Lauderdale,34.9173,-88.0654,197,101.0,polygon,False,True,America/Chicago,3,35677,1840016505
23871,Edwardsville,Edwardsville,AL,Alabama,1029,Cleburne,33.8411,-85.4523,196,4.0,polygon,False,True,America/Chicago,3,36262 36272 36261,1840007129
23930,Gilbertown,Gilbertown,AL,Alabama,1023,Choctaw,31.8758,-88.3195,193,95.0,polygon,False,True,America/Chicago,3,36908,1840003209
24045,Beaverton,Beaverton,AL,Alabama,1075,Lamar,33.9354,-88.0218,187,15.0,polygon,False,True,America/Chicago,3,35544,1840015635
24065,Onycha,Onycha,AL,Alabama,1039,Covington,31.2246,-86.2785,186,90.0,polygon,False,True,America/Chicago,3,36467,1840017098
24088,Spring Garden,Spring Garden,AL,Alabama,1019,Cherokee,33.973,-85.5558,185,31.0,polygon,False,False,America/Chicago,3,36272 36275,1840022844
24142,Glenwood,Glenwood,AL,Alabama,1041,Crenshaw,31.6675,-86.173,183,96.0,polygon,False,True,America/Chicago,3,36034,1840003300
24143,Gainesville,Gainesville,AL,Alabama,1119,Sumter,32.8149,-88.1608,183,41.0,polygon,False,True,America/Chicago,3,35464,1840006339
24166,Woodland,Woodland,AL,Alabama,1111,Randolph,33.3756,-85.3975,182,45.0,polygon,False,True,America/Chicago,3,36280,1840016866
24192,Riverview,Riverview,AL,Alabama,1053,Escambia,31.0587,-87.0709,181,48.0,polygon,False,True,America/Chicago,3,36426,1840018196
24260,Whatley,Whatley,AL,Alabama,1025,Clarke,31.6463,-87.7108,178,53.0,polygon,False,False,America/Chicago,3,36482,1840025933
24356,Gu-Win,Gu-Win,AL,Alabama,1093,Marion,33.9443,-87.8704,174,34.0,polygon,False,True,America/Chicago,3,35563 35594,1840016696
24381,Newbern,Newbern,AL,Alabama,1065,Hale,32.592,-87.5331,173,57.0,polygon,False,True,America/Chicago,3,36765,1840016943
24495,Orrville,Orrville,AL,Alabama,1047,Dallas,32.3068,-87.2454,168,62.0,polygon,False,True,America/Chicago,3,36767,1840016970
24586,Banks,Banks,AL,Alabama,1109,Pike,31.8132,-85.8364,164,31.0,polygon,False,True,America/Chicago,3,36005,1840015841
24707,Talladega Springs,Talladega Springs,AL,Alabama,1121,Talladega,33.1191,-86.4421,159,49.0,polygon,False,True,America/Chicago,3,35151,1840016829
24729,Millerville,Millerville,AL,Alabama,1027,Clay,33.1926,-85.9303,158,9.0,polygon,False,False,America/Chicago,3,35072 36251 36267,1840022974
24794,Cullomburg,Cullomburg,AL,Alabama,1023,Choctaw,31.7131,-88.2917,155,11.0,polygon,False,False,America/Chicago,3,36919,1840025919
24852,Standing Rock,Standing Rock,AL,Alabama,1017,Chambers,33.0863,-85.2449,153,18.0,polygon,False,False,America/Chicago,3,36855,1840023015
24904,Geiger,Geiger,AL,Alabama,1119,Sumter,32.8698,-88.313,151,61.0,polygon,False,True,America/Chicago,3,35459,1840003029
24957,Spruce Pine,Spruce Pine,AL,Alabama,1059,Franklin,34.3928,-87.7294,149,62.0,polygon,False,False,America/Chicago,3,35585 35581,1840025850
25016,Hobson,Hobson,AL,Alabama,1129,Washington,31.4836,-88.1513,147,19.0,polygon,False,False,America/Chicago,3,36518,1840025959
25071,North Johns,North Johns,AL,Alabama,1073,Jefferson,33.368,-87.1008,145,275.0,polygon,False,True,America/Chicago,3,35006,1840016806
25092,Waverly,Waverly,AL,Alabama,1017,Chambers,32.7333,-85.5761,144,20.0,polygon,False,True,America/Chicago,3,36879,1840016911
25123,Five Points,Five Points,AL,Alabama,1017,Chambers,33.0173,-85.3516,143,53.0,polygon,False,True,America/Chicago,3,36855,1840016910
25151,Billingsley,Billingsley,AL,Alabama,1001,Autauga,32.661,-86.7087,142,46.0,polygon,False,True,America/Chicago,3,36006,1840015798
25152,Chunchula,Chunchula,AL,Alabama,1097,Mobile,30.9237,-88.2072,142,30.0,polygon,False,False,America/Chicago,3,36521,1840025981
25177,Gaylesville,Gaylesville,AL,Alabama,1019,Cherokee,34.2681,-85.5586,141,158.0,polygon,False,True,America/Chicago,3,35973,1840002987
25216,Peterman,Peterman,AL,Alabama,1099,Monroe,31.5837,-87.2631,139,126.0,polygon,False,False,America/Chicago,3,36471,1840025943
25286,Pollard,Pollard,AL,Alabama,1053,Escambia,31.0236,-87.1736,136,47.0,polygon,False,True,America/Chicago,3,36441,1840004074
25336,Boykin,Boykin,AL,Alabama,1131,Wilcox,32.0701,-87.2914,134,19.0,polygon,False,False,America/Chicago,3,36720 36723,1840025922
25337,Deer Park,Deer Park,AL,Alabama,1129,Washington,31.2198,-88.3226,134,16.0,polygon,False,False,America/Chicago,3,36584 36529,1840025956
25400,Pine Apple,Pine Apple,AL,Alabama,1131,Wilcox,31.8721,-86.9891,132,16.0,polygon,False,True,America/Chicago,3,36768,1840017025
25423,Lester,Lester,AL,Alabama,1083,Limestone,34.9877,-87.1515,131,27.0,polygon,False,True,America/Chicago,3,35647,1840016509
25602,Cusseta,Cusseta,AL,Alabama,1017,Chambers,32.7877,-85.3057,124,18.0,polygon,False,True,America/Chicago,3,36852,1840023011
25603,Toxey,Toxey,AL,Alabama,1023,Choctaw,31.9107,-88.3091,124,69.0,polygon,False,True,America/Chicago,3,36921,1840017017
25633,Eldridge,Eldridge,AL,Alabama,1127,Walker,33.922,-87.6201,123,67.0,polygon,False,True,America/Chicago,3,35554,1840016767
25827,Myrtlewood,Myrtlewood,AL,Alabama,1091,Marengo,32.2521,-87.9492,116,17.0,polygon,False,True,America/Chicago,3,36763,1840016994
25898,Libertyville,Libertyville,AL,Alabama,1039,Covington,31.2428,-86.46,113,83.0,polygon,False,True,America/Chicago,3,36420,1840017094
25984,Bon Air,Bon Air,AL,Alabama,1121,Talladega,33.2621,-86.3319,110,32.0,polygon,False,True,America/Chicago,3,35150 35044 35032,1840015699
25985,Ridgeville,Ridgeville,AL,Alabama,1055,Etowah,34.0569,-86.1029,110,51.0,polygon,False,True,America/Chicago,3,35954,1840017966
26083,Hatton,Hatton,AL,Alabama,1079,Lawrence,34.561,-87.4136,106,30.0,polygon,False,False,America/Chicago,3,35672,1840025845
26234,Haleburg,Haleburg,AL,Alabama,1067,Henry,31.4099,-85.1381,100,10.0,polygon,False,True,America/Chicago,3,36319,1840017072
26307,East Point,East Point,AL,Alabama,1043,Cullman,34.1859,-86.7927,97,39.0,polygon,False,False,America/Chicago,3,35058 35055,1840025861
26391,Lowndesboro,Lowndesboro,AL,Alabama,1085,Lowndes,32.2764,-86.6108,93,45.0,polygon,False,True,America/Chicago,3,36752,1840017005
26423,Faunsdale,Faunsdale,AL,Alabama,1091,Marengo,32.4576,-87.5938,92,128.0,polygon,False,True,America/Chicago,3,36738,1840002081
26524,Movico,Movico,AL,Alabama,1097,Mobile,31.0628,-88.0266,88,43.0,polygon,False,False,America/Chicago,3,36560,1840025983
26556,Blue Springs,Blue Springs,AL,Alabama,1005,Barbour,31.6635,-85.5035,87,11.0,polygon,False,True,America/Chicago,3,36374 36017,1840015839
26607,Needham,Needham,AL,Alabama,1023,Choctaw,31.987,-88.3366,85,57.0,polygon,False,True,America/Chicago,3,36915 36921,1840017018
26608,Sims Chapel,Sims Chapel,AL,Alabama,1129,Washington,31.2365,-88.1435,85,5.0,polygon,False,False,America/Chicago,3,36553,1840027005
26641,Graham,Graham,AL,Alabama,1111,Randolph,33.4552,-85.3231,84,5.0,polygon,False,False,America/Chicago,3,36263,1840022971
26780,Union Grove,Union Grove,AL,Alabama,1095,Marshall,34.4025,-86.4483,79,54.0,polygon,False,True,America/Chicago,3,35175,1840016621
26851,Belgreen,Belgreen,AL,Alabama,1059,Franklin,34.4767,-87.8653,76,23.0,polygon,False,False,America/Chicago,3,35653,1840005612
26916,Ethelsville,Ethelsville,AL,Alabama,1107,Pickens,33.4141,-88.2161,73,49.0,polygon,False,True,America/Chicago,3,35461,1840001617
26917,Tibbie,Tibbie,AL,Alabama,1129,Washington,31.3628,-88.2471,73,16.0,polygon,False,False,America/Chicago,3,36583,1840025963
27053,Penton,Penton,AL,Alabama,1017,Chambers,33.009,-85.4722,68,2.0,polygon,False,False,America/Chicago,3,36862,1840023014
27054,Bucks,Bucks,AL,Alabama,1097,Mobile,31.017,-88.0249,68,67.0,polygon,False,False,America/Chicago,3,36512 36560,1840025980
27165,Fairford,Fairford,AL,Alabama,1129,Washington,31.178,-88.0728,64,8.0,polygon,False,False,America/Chicago,3,36553,1840025957
27249,Mooresville,Mooresville,AL,Alabama,1083,Limestone,34.627,-86.8799,61,198.0,polygon,False,True,America/Chicago,3,35649,1840016510
27266,Putnam,Putnam,AL,Alabama,1091,Marengo,32.0181,-88.0331,60,2.0,polygon,False,False,America/Chicago,3,36784,1840025911
27370,Petrey,Petrey,AL,Alabama,1041,Crenshaw,31.8495,-86.2057,56,29.0,polygon,False,True,America/Chicago,3,36049 36062,1840017045
27390,Cardiff,Cardiff,AL,Alabama,1073,Jefferson,33.6472,-86.9307,55,84.0,polygon,False,True,America/Chicago,3,35073,1840015670
27417,Goldville,Goldville,AL,Alabama,1123,Tallapoosa,33.0841,-85.7831,54,21.0,polygon,False,True,America/Chicago,3,36255 36256,1840006026
27544,Emelle,Emelle,AL,Alabama,1119,Sumter,32.7287,-88.3165,48,87.0,polygon,False,True,America/Chicago,3,35459,1840016948
27599,Dayton,Dayton,AL,Alabama,1091,Marengo,32.3509,-87.6416,46,17.0,polygon,False,True,America/Chicago,3,36738 36748,1840016995
27676,Nanafalia,Nanafalia,AL,Alabama,1091,Marengo,32.1114,-87.9957,42,7.0,polygon,False,False,America/Chicago,3,36782 36764,1840025910
27703,Benton,Benton,AL,Alabama,1085,Lowndes,32.3078,-86.818,41,52.0,polygon,False,True,America/Chicago,3,36785 36752,1840015812
27704,Fitzpatrick,Fitzpatrick,AL,Alabama,1011,Bullock,32.2113,-85.8784,41,3.0,polygon,False,False,America/Chicago,3,36029,1840025920
27802,Carlton,Carlton,AL,Alabama,1025,Clarke,31.343,-87.8378,36,3.0,polygon,False,False,America/Chicago,3,36545,1840025932
27824,Natural Bridge,Natural Bridge,AL,Alabama,1133,Winston,34.0904,-87.6014,35,31.0,polygon,False,True,America/Chicago,3,35575 35577,1840016711
27866,Panola,Panola,AL,Alabama,1119,Sumter,32.9478,-88.2674,33,17.0,polygon,False,False,America/Chicago,3,35477,1840025887
27998,Memphis,Memphis,AL,Alabama,1107,Pickens,33.1369,-88.3008,26,25.0,polygon,False,True,America/Chicago,3,35442,1840016852
28061,Oak Hill,Oak Hill,AL,Alabama,1131,Wilcox,31.9216,-87.0852,23,15.0,polygon,False,True,America/Chicago,3,36768 36766,1840017024
28105,Catherine,Catherine,AL,Alabama,1131,Wilcox,32.1861,-87.4699,21,3.0,polygon,False,False,America/Chicago,3,36728,1840025923
28189,Rockville,Rockville,AL,Alabama,1025,Clarke,31.4059,-87.8442,16,2.0,polygon,False,False,America/Chicago,3,36545,1840027002
28259,Megargel,Megargel,AL,Alabama,1099,Monroe,31.3781,-87.4307,12,6.0,polygon,False,False,America/Chicago,3,36445,1840025942
28295,McMullen,McMullen,AL,Alabama,1107,Pickens,33.1481,-88.1757,9,31.0,polygon,False,True,America/Chicago,3,35442,1840027517
